"speaker","hopkins_stat"
"init","0.416044465087534"
"610006b5173cacb40e469b7b","0.655147117587538"
"615e32053d4f0c25ecbd9aaf","0.760051101265427"
"61001a5d58777b6e99cc43a1","0.752176190718035"
"6151f63958f5eb5b33db9239","0.640340505153576"
"611072022d4ba516aab619ac","0.766856040657598"
"6110c8fb129da6ea8847b9f9","0.792301436094121"
"5be2dab1dc5b8d0001ce18a9","0.709539587034194"
"6102ad41aeb80cbf94d1ff64","0.785162762263732"
"5f727fee07055f1d02a05a99","0.642872750228431"
"60f5eba9476ad9bc1d4252e9","0.845917060805355"
"6058071bda217990b860e6ee","0.762018191932648"
"611c16a6c39439a1dd61c1f7","0.679629079343978"
"5ea93131b2e5310009e185e6","0.786647120460239"
"605243c1f9d94b7d6caf04dc","0.770803659775903"
"60c9fcbb6090f57f63cdbebf","0.702216779398204"
"60a2cbab9a74ddb09789cfa8","0.733710517257317"
"610784123ead4a29b40195b6","0.774544049654399"
"61294b6db5dce4f32fb7df9b","0.716910163808196"
"60a81df1832584842fb188f6","0.716983020374748"
"6151f0f200c152d71f393bb5","0.768462832423518"
"5e521a4b05acdb243aaee8de","0.653994876377859"
"5f47b045144b1c1ab5bed08d","0.794840588619247"
"6109876949a63b51388197c2","0.615440296886547"
"61001bf99a534440d8563358","0.63838050887203"
"5c105e2757fd11000127e60f","0.636478553910642"
"5b8ad127ce33a00001e696cf","0.805584968430705"
"610087304c584b2ba35b4034","0.688300487170925"
"6053ce04a276ce713b3e7c1a","0.659273270319405"
"5aa26bda35237b000112e35d","0.802551920838678"
"610068e5f60debf1dafc444d","0.743998994048682"
"5c61ab19776b38000156cc95","0.718446348407172"
"5b0f33dd1e55760001b9a9ce","0.664703272653238"
"5bace93b5cd4520001dc04a5","0.673690766130742"
"58727901d53c97000159dc92","0.701997287079485"
"60fcfce988af0e9f331ec84a","0.669795767968384"
"61118a566bf579b7d69aa202","0.694502504179323"
"60fcf1a04c245326d05076e0","0.661350191842662"
"61001a7d72ee7fa3032b8a1a","0.686207909157712"
"5e2f1e401a4075000d1bee59","0.833606970795522"
"5f58ceb73a55aa065f014fb4","0.701312620700497"
"5d2c030eb3efb1001b7e4989","0.721904648938314"
"610761e24c57926a06f219e2","0.67950732123572"
"60fcd99413d2d738147c7d55","0.782755487754466"
"602e0102c7be4d8f930bccb5","0.594923096638527"
"610414b7a275aba12c4bf8b0","0.790787261121615"
"5a16eb755d06850001b00bea","0.689750840591963"
"60fe0ff2978d9def5d345ecd","0.549156602026441"
"610e25f9f9818357aca7dc5f","0.837483476287142"
"5e886bafe66dd44f5c740394","0.683631766689738"
"600f37dd7222cf0f2cf43322","0.682650556367022"
